Zoom Level,X,Y,Top Latitude,Bottom Latitude,Left Longitude,Right Longitude
7,20,53,29.535229562948455,27.059125784374054,-123.75,-120.9375
7,20,54,27.059125784374054,24.5271348225978,-123.75,-120.9375
7,20,55,24.5271348225978,21.943045533438177,-123.75,-120.9375
7,21,43,50.73645513701065,48.92249926375824,-120.9375,-118.125
7,21,44,48.92249926375824,47.04018214480666,-120.9375,-118.125
7,21,45,47.04018214480666,45.089035564831015,-120.9375,-118.125
7,21,46,45.089035564831015,43.06888777416962,-120.9375,-118.125
7,21,47,43.06888777416962,40.97989806962013,-120.9375,-118.125
7,21,48,40.97989806962013,38.8225909761771,-120.9375,-118.125
7,21,49,38.8225909761771,36.59788913307021,-120.9375,-118.125
7,21,50,36.59788913307021,34.307143856288036,-120.9375,-118.125
7,21,51,34.307143856288036,31.952162238024968,-120.9375,-118.125
7,21,52,31.952162238024968,29.535229562948455,-120.9375,-118.125
7,21,53,29.535229562948455,27.059125784374054,-120.9375,-118.125
7,21,54,27.059125784374054,24.5271348225978,-120.9375,-118.125
7,21,55,24.5271348225978,21.943045533438177,-120.9375,-118.125
7,22,43,50.73645513701065,48.92249926375824,-118.125,-115.3125
7,22,44,48.92249926375824,47.04018214480666,-118.125,-115.3125
7,22,45,47.04018214480666,45.089035564831015,-118.125,-115.3125
7,22,46,45.089035564831015,43.06888777416962,-118.125,-115.3125
7,22,47,43.06888777416962,40.97989806962013,-118.125,-115.3125
7,22,48,40.97989806962013,38.8225909761771,-118.125,-115.3125
7,22,49,38.8225909761771,36.59788913307021,-118.125,-115.3125
7,22,50,36.59788913307021,34.307143856288036,-118.125,-115.3125
7,22,51,34.307143856288036,31.952162238024968,-118.125,-115.3125
7,22,52,31.952162238024968,29.535229562948455,-118.125,-115.3125
7,22,53,29.535229562948455,27.059125784374054,-118.125,-115.3125
7,22,54,27.059125784374054,24.5271348225978,-118.125,-115.3125
7,22,55,24.5271348225978,21.943045533438177,-118.125,-115.3125
7,23,43,50.73645513701065,48.92249926375824,-115.3125,-112.5
7,23,44,48.92249926375824,47.04018214480666,-115.3125,-112.5
7,23,45,47.04018214480666,45.089035564831015,-115.3125,-112.5
7,23,46,45.089035564831015,43.06888777416962,-115.3125,-112.5
7,23,47,43.06888777416962,40.97989806962013,-115.3125,-112.5
7,23,48,40.97989806962013,38.8225909761771,-115.3125,-112.5
7,23,49,38.8225909761771,36.59788913307021,-115.3125,-112.5
7,23,50,36.59788913307021,34.307143856288036,-115.3125,-112.5
7,23,51,34.307143856288036,31.952162238024968,-115.3125,-112.5
7,23,52,31.952162238024968,29.535229562948455,-115.3125,-112.5
7,23,53,29.535229562948455,27.059125784374054,-115.3125,-112.5
7,23,54,27.059125784374054,24.5271348225978,-115.3125,-112.5
7,23,55,24.5271348225978,21.943045533438177,-115.3125,-112.5
7,24,43,50.73645513701065,48.92249926375824,-112.5,-109.6875
7,24,44,48.92249926375824,47.04018214480666,-112.5,-109.6875
7,24,45,47.04018214480666,45.089035564831015,-112.5,-109.6875
7,24,46,45.089035564831015,43.06888777416962,-112.5,-109.6875
7,24,47,43.06888777416962,40.97989806962013,-112.5,-109.6875
7,24,48,40.97989806962013,38.8225909761771,-112.5,-109.6875
7,24,49,38.8225909761771,36.59788913307021,-112.5,-109.6875
7,24,50,36.59788913307021,34.307143856288036,-112.5,-109.6875
7,24,51,34.307143856288036,31.952162238024968,-112.5,-109.6875
7,24,52,31.952162238024968,29.535229562948455,-112.5,-109.6875
7,24,53,29.535229562948455,27.059125784374054,-112.5,-109.6875
7,24,54,27.059125784374054,24.5271348225978,-112.5,-109.6875
7,24,55,24.5271348225978,21.943045533438177,-112.5,-109.6875
7,25,43,50.73645513701065,48.92249926375824,-109.6875,-106.875
7,25,44,48.92249926375824,47.04018214480666,-109.6875,-106.875
7,25,45,47.04018214480666,45.089035564831015,-109.6875,-106.875
7,25,46,45.089035564831015,43.06888777416962,-109.6875,-106.875
7,25,47,43.06888777416962,40.97989806962013,-109.6875,-106.875
7,25,48,40.97989806962013,38.8225909761771,-109.6875,-106.875
7,25,49,38.8225909761771,36.59788913307021,-109.6875,-106.875
7,25,50,36.59788913307021,34.307143856288036,-109.6875,-106.875
7,25,51,34.307143856288036,31.952162238024968,-109.6875,-106.875
7,25,52,31.952162238024968,29.535229562948455,-109.6875,-106.875
7,25,53,29.535229562948455,27.059125784374054,-109.6875,-106.875
7,25,54,27.059125784374054,24.5271348225978,-109.6875,-106.875
7,25,55,24.5271348225978,21.943045533438177,-109.6875,-106.875
7,26,43,50.73645513701065,48.92249926375824,-106.875,-104.0625
7,26,44,48.92249926375824,47.04018214480666,-106.875,-104.0625
7,26,45,47.04018214480666,45.089035564831015,-106.875,-104.0625
7,26,46,45.089035564831015,43.06888777416962,-106.875,-104.0625
7,26,47,43.06888777416962,40.97989806962013,-106.875,-104.0625
7,26,48,40.97989806962013,38.8225909761771,-106.875,-104.0625
7,26,49,38.8225909761771,36.59788913307021,-106.875,-104.0625
7,26,50,36.59788913307021,34.307143856288036,-106.875,-104.0625
7,26,51,34.307143856288036,31.952162238024968,-106.875,-104.0625
7,26,52,31.952162238024968,29.535229562948455,-106.875,-104.0625
7,26,53,29.535229562948455,27.059125784374054,-106.875,-104.0625
7,26,54,27.059125784374054,24.5271348225978,-106.875,-104.0625
7,26,55,24.5271348225978,21.943045533438177,-106.875,-104.0625
7,27,43,50.73645513701065,48.92249926375824,-104.0625,-101.25
7,27,44,48.92249926375824,47.04018214480666,-104.0625,-101.25
7,27,45,47.04018214480666,45.089035564831015,-104.0625,-101.25
7,27,46,45.089035564831015,43.06888777416962,-104.0625,-101.25
7,27,47,43.06888777416962,40.97989806962013,-104.0625,-101.25
7,27,48,40.97989806962013,38.8225909761771,-104.0625,-101.25
7,27,49,38.8225909761771,36.59788913307021,-104.0625,-101.25
7,27,50,36.59788913307021,34.307143856288036,-104.0625,-101.25
7,27,51,34.307143856288036,31.952162238024968,-104.0625,-101.25
7,27,52,31.952162238024968,29.535229562948455,-104.0625,-101.25
7,27,53,29.535229562948455,27.059125784374054,-104.0625,-101.25
7,27,54,27.059125784374054,24.5271348225978,-104.0625,-101.25
7,27,55,24.5271348225978,21.943045533438177,-104.0625,-101.25
7,28,43,50.73645513701065,48.92249926375824,-101.25,-98.4375
7,28,44,48.92249926375824,47.04018214480666,-101.25,-98.4375
7,28,45,47.04018214480666,45.089035564831015,-101.25,-98.4375
7,28,46,45.089035564831015,43.06888777416962,-101.25,-98.4375
7,28,47,43.06888777416962,40.97989806962013,-101.25,-98.4375
7,28,48,40.97989806962013,38.8225909761771,-101.25,-98.4375
7,28,49,38.8225909761771,36.59788913307021,-101.25,-98.4375
7,28,50,36.59788913307021,34.307143856288036,-101.25,-98.4375
7,28,51,34.307143856288036,31.952162238024968,-101.25,-98.4375
7,28,52,31.952162238024968,29.535229562948455,-101.25,-98.4375
7,28,53,29.535229562948455,27.059125784374054,-101.25,-98.4375
7,28,54,27.059125784374054,24.5271348225978,-101.25,-98.4375
7,28,55,24.5271348225978,21.943045533438177,-101.25,-98.4375
7,29,43,50.73645513701065,48.92249926375824,-98.4375,-95.625
7,29,44,48.92249926375824,47.04018214480666,-98.4375,-95.625
7,29,45,47.04018214480666,45.089035564831015,-98.4375,-95.625
7,29,46,45.089035564831015,43.06888777416962,-98.4375,-95.625
7,29,47,43.06888777416962,40.97989806962013,-98.4375,-95.625
7,29,48,40.97989806962013,38.8225909761771,-98.4375,-95.625
7,29,49,38.8225909761771,36.59788913307021,-98.4375,-95.625
7,29,50,36.59788913307021,34.307143856288036,-98.4375,-95.625
7,29,51,34.307143856288036,31.952162238024968,-98.4375,-95.625
7,29,52,31.952162238024968,29.535229562948455,-98.4375,-95.625
7,29,53,29.535229562948455,27.059125784374054,-98.4375,-95.625
7,29,54,27.059125784374054,24.5271348225978,-98.4375,-95.625
7,29,55,24.5271348225978,21.943045533438177,-98.4375,-95.625
7,30,43,50.73645513701065,48.92249926375824,-95.625,-92.8125
7,30,44,48.92249926375824,47.04018214480666,-95.625,-92.8125
7,30,45,47.04018214480666,45.089035564831015,-95.625,-92.8125
7,30,46,45.089035564831015,43.06888777416962,-95.625,-92.8125
7,30,47,43.06888777416962,40.97989806962013,-95.625,-92.8125
7,30,48,40.97989806962013,38.8225909761771,-95.625,-92.8125
7,30,49,38.8225909761771,36.59788913307021,-95.625,-92.8125
7,30,50,36.59788913307021,34.307143856288036,-95.625,-92.8125
7,30,51,34.307143856288036,31.952162238024968,-95.625,-92.8125
7,30,52,31.952162238024968,29.535229562948455,-95.625,-92.8125
7,30,53,29.535229562948455,27.059125784374054,-95.625,-92.8125
7,30,54,27.059125784374054,24.5271348225978,-95.625,-92.8125
7,30,55,24.5271348225978,21.943045533438177,-95.625,-92.8125
7,31,43,50.73645513701065,48.92249926375824,-92.8125,-90.0
7,31,44,48.92249926375824,47.04018214480666,-92.8125,-90.0
7,31,45,47.04018214480666,45.089035564831015,-92.8125,-90.0
7,31,46,45.089035564831015,43.06888777416962,-92.8125,-90.0
7,31,47,43.06888777416962,40.97989806962013,-92.8125,-90.0
7,31,48,40.97989806962013,38.8225909761771,-92.8125,-90.0
7,31,49,38.8225909761771,36.59788913307021,-92.8125,-90.0
7,31,50,36.59788913307021,34.307143856288036,-92.8125,-90.0
7,31,51,34.307143856288036,31.952162238024968,-92.8125,-90.0
7,31,52,31.952162238024968,29.535229562948455,-92.8125,-90.0
7,31,53,29.535229562948455,27.059125784374054,-92.8125,-90.0
7,31,54,27.059125784374054,24.5271348225978,-92.8125,-90.0
7,31,55,24.5271348225978,21.943045533438177,-92.8125,-90.0
7,32,43,50.73645513701065,48.92249926375824,-90.0,-87.1875
7,32,44,48.92249926375824,47.04018214480666,-90.0,-87.1875
7,32,45,47.04018214480666,45.089035564831015,-90.0,-87.1875
7,32,46,45.089035564831015,43.06888777416962,-90.0,-87.1875
7,32,47,43.06888777416962,40.97989806962013,-90.0,-87.1875
7,32,48,40.97989806962013,38.8225909761771,-90.0,-87.1875
7,32,49,38.8225909761771,36.59788913307021,-90.0,-87.1875
7,32,50,36.59788913307021,34.307143856288036,-90.0,-87.1875
7,32,51,34.307143856288036,31.952162238024968,-90.0,-87.1875
7,32,52,31.952162238024968,29.535229562948455,-90.0,-87.1875
7,32,53,29.535229562948455,27.059125784374054,-90.0,-87.1875
7,32,54,27.059125784374054,24.5271348225978,-90.0,-87.1875
7,32,55,24.5271348225978,21.943045533438177,-90.0,-87.1875
7,33,43,50.73645513701065,48.92249926375824,-87.1875,-84.375
7,33,44,48.92249926375824,47.04018214480666,-87.1875,-84.375
7,33,45,47.04018214480666,45.089035564831015,-87.1875,-84.375
7,33,46,45.089035564831015,43.06888777416962,-87.1875,-84.375
7,33,47,43.06888777416962,40.97989806962013,-87.1875,-84.375
7,33,48,40.97989806962013,38.8225909761771,-87.1875,-84.375
7,33,49,38.8225909761771,36.59788913307021,-87.1875,-84.375
7,33,50,36.59788913307021,34.307143856288036,-87.1875,-84.375
7,33,51,34.307143856288036,31.952162238024968,-87.1875,-84.375
7,33,52,31.952162238024968,29.535229562948455,-87.1875,-84.375
7,33,53,29.535229562948455,27.059125784374054,-87.1875,-84.375
7,33,54,27.059125784374054,24.5271348225978,-87.1875,-84.375
7,33,55,24.5271348225978,21.943045533438177,-87.1875,-84.375
7,34,43,50.73645513701065,48.92249926375824,-84.375,-81.5625
7,34,44,48.92249926375824,47.04018214480666,-84.375,-81.5625
7,34,45,47.04018214480666,45.089035564831015,-84.375,-81.5625
7,34,46,45.089035564831015,43.06888777416962,-84.375,-81.5625
7,34,47,43.06888777416962,40.97989806962013,-84.375,-81.5625
7,34,48,40.97989806962013,38.8225909761771,-84.375,-81.5625
7,34,49,38.8225909761771,36.59788913307021,-84.375,-81.5625
7,34,50,36.59788913307021,34.307143856288036,-84.375,-81.5625
7,34,51,34.307143856288036,31.952162238024968,-84.375,-81.5625
7,34,52,31.952162238024968,29.535229562948455,-84.375,-81.5625
7,34,53,29.535229562948455,27.059125784374054,-84.375,-81.5625
7,34,54,27.059125784374054,24.5271348225978,-84.375,-81.5625
7,34,55,24.5271348225978,21.943045533438177,-84.375,-81.5625
7,35,43,50.73645513701065,48.92249926375824,-81.5625,-78.75
7,35,44,48.92249926375824,47.04018214480666,-81.5625,-78.75
7,35,45,47.04018214480666,45.089035564831015,-81.5625,-78.75
7,35,46,45.089035564831015,43.06888777416962,-81.5625,-78.75
7,35,47,43.06888777416962,40.97989806962013,-81.5625,-78.75
7,35,48,40.97989806962013,38.8225909761771,-81.5625,-78.75
7,35,49,38.8225909761771,36.59788913307021,-81.5625,-78.75
7,35,50,36.59788913307021,34.307143856288036,-81.5625,-78.75
7,35,51,34.307143856288036,31.952162238024968,-81.5625,-78.75
7,35,52,31.952162238024968,29.535229562948455,-81.5625,-78.75
7,35,53,29.535229562948455,27.059125784374054,-81.5625,-78.75
7,35,54,27.059125784374054,24.5271348225978,-81.5625,-78.75
7,35,55,24.5271348225978,21.943045533438177,-81.5625,-78.75
7,36,43,50.73645513701065,48.92249926375824,-78.75,-75.9375
7,36,44,48.92249926375824,47.04018214480666,-78.75,-75.9375
7,36,45,47.04018214480666,45.089035564831015,-78.75,-75.9375
7,36,46,45.089035564831015,43.06888777416962,-78.75,-75.9375
7,36,47,43.06888777416962,40.97989806962013,-78.75,-75.9375
7,36,48,40.97989806962013,38.8225909761771,-78.75,-75.9375
7,36,49,38.8225909761771,36.59788913307021,-78.75,-75.9375
7,36,50,36.59788913307021,34.307143856288036,-78.75,-75.9375
7,36,51,34.307143856288036,31.952162238024968,-78.75,-75.9375
7,36,52,31.952162238024968,29.535229562948455,-78.75,-75.9375
7,36,53,29.535229562948455,27.059125784374054,-78.75,-75.9375
7,36,54,27.059125784374054,24.5271348225978,-78.75,-75.9375
7,36,55,24.5271348225978,21.943045533438177,-78.75,-75.9375
7,37,43,50.73645513701065,48.92249926375824,-75.9375,-73.125
7,37,44,48.92249926375824,47.04018214480666,-75.9375,-73.125
7,37,45,47.04018214480666,45.089035564831015,-75.9375,-73.125
7,37,46,45.089035564831015,43.06888777416962,-75.9375,-73.125
7,37,47,43.06888777416962,40.97989806962013,-75.9375,-73.125
7,37,48,40.97989806962013,38.8225909761771,-75.9375,-73.125
7,37,49,38.8225909761771,36.59788913307021,-75.9375,-73.125
7,37,50,36.59788913307021,34.307143856288036,-75.9375,-73.125
7,37,51,34.307143856288036,31.952162238024968,-75.9375,-73.125
7,37,52,31.952162238024968,29.535229562948455,-75.9375,-73.125
7,37,53,29.535229562948455,27.059125784374054,-75.9375,-73.125
7,37,54,27.059125784374054,24.5271348225978,-75.9375,-73.125
7,37,55,24.5271348225978,21.943045533438177,-75.9375,-73.125
7,38,43,50.73645513701065,48.92249926375824,-73.125,-70.3125
7,38,44,48.92249926375824,47.04018214480666,-73.125,-70.3125
7,38,45,47.04018214480666,45.089035564831015,-73.125,-70.3125
7,38,46,45.089035564831015,43.06888777416962,-73.125,-70.3125
7,38,47,43.06888777416962,40.97989806962013,-73.125,-70.3125
7,38,48,40.97989806962013,38.8225909761771,-73.125,-70.3125
7,38,49,38.8225909761771,36.59788913307021,-73.125,-70.3125
7,38,50,36.59788913307021,34.307143856288036,-73.125,-70.3125
7,38,51,34.307143856288036,31.952162238024968,-73.125,-70.3125
7,38,52,31.952162238024968,29.535229562948455,-73.125,-70.3125
7,38,53,29.535229562948455,27.059125784374054,-73.125,-70.3125
7,38,54,27.059125784374054,24.5271348225978,-73.125,-70.3125
7,38,55,24.5271348225978,21.943045533438177,-73.125,-70.3125
7,39,43,50.73645513701065,48.92249926375824,-70.3125,-67.5
7,39,44,48.92249926375824,47.04018214480666,-70.3125,-67.5
7,39,45,47.04018214480666,45.089035564831015,-70.3125,-67.5
7,39,46,45.089035564831015,43.06888777416962,-70.3125,-67.5
7,39,47,43.06888777416962,40.97989806962013,-70.3125,-67.5
7,39,48,40.97989806962013,38.8225909761771,-70.3125,-67.5
7,39,49,38.8225909761771,36.59788913307021,-70.3125,-67.5
7,39,50,36.59788913307021,34.307143856288036,-70.3125,-67.5
7,39,51,34.307143856288036,31.952162238024968,-70.3125,-67.5
7,39,52,31.952162238024968,29.535229562948455,-70.3125,-67.5
7,39,53,29.535229562948455,27.059125784374054,-70.3125,-67.5
7,39,54,27.059125784374054,24.5271348225978,-70.3125,-67.5
7,39,55,24.5271348225978,21.943045533438177,-70.3125,-67.5
7,40,43,50.73645513701065,48.92249926375824,-67.5,-64.6875
7,40,44,48.92249926375824,47.04018214480666,-67.5,-64.6875
7,40,45,47.04018214480666,45.089035564831015,-67.5,-64.6875
7,40,46,45.089035564831015,43.06888777416962,-67.5,-64.6875
